lemma	pos	freq_ipm
набросать	v	3.7
набросить	v	4.5
наброситься	v	6.8
набросок	s	5.3
набрякнуть	v	2.2
набухание	s	0.7
набухать	v	2.8
набухнуть	v	4
набычиться	v	1.2
наваждение	s	4.8
навал	s	0.5
наваливать	v	0.5
наваливаться	v	3
навалить	v	3
навалиться	v	10.1
навалом	adv	3.3
навар	s	2
наваристый	a	0.6
наварить	v	1.3
навевать	v	2.2
наведаться	v	2.1
наведение	s	8.9
наведываться	v	3.6
навезти	v	0.5
навек	adv	2.9
навеки	adv	8.4
наверно	adv	62
наверное	adv	220.2
навернуть	v	0.7
навернуться	v	1.8
наверняка	adv	54.7
наверстать	v	2
наверстывать	v	1.3
наверх	adv	22.7
наверху	adv	21.2
навес	s	7.2
навеселе	adv	1.6
навесить	v	2.8
навеска	s	1.5
навесной	a	1.9
навести	v	18.1
навестить	v	12.4
навет	s	1.2
наветренный	a	0.4
навечно	adv	4.1
навешать	v	0.9
навешивать	v	1.1
навещать	v	10.1
навеять	v	2.6
навзничь	adv	2.6
навзрыд	adv	1.6
навигатор	s	0.6
навигационный	a	3.4
навигация	s	4.3
навидаться	v	1
навий	a	0.5
нависать	v	5.9
нависнуть	v	8
навлечь	v	1.5
наводить	v	14.9
наводиться	v	0.6
наводка	s	3.5
наводнение	s	6.1
наводнить	v	1.3
наводнять	v	0.4
наводчик	s	2.6
наводящий	a	1.3
навоз	s	7.6
навозный	a	1.6
наволочка	s	2.7
наворачивать	v	0.7
наворачиваться	v	0.7
наворовать	v	0.9
наворот	s	0.8
наворотить	v	2.2
навострить	v	1.1
навостриться	v	0.6
наврать	v	3
навредить	v	3.4
навроде	pr	0.9
навряд	adv	2
навсегда	advpro	69.3
навскидку	adv	0.8
навстречу	adv	56.8
навыворот	adv	0.5
навык	s	21.3
навыкате	adv	1.3
навылет	adv	1
навыпуск	adv	1
навытяжку	adv	0.9
навьючить	v	0.6
навязать	v	8.2
навязаться	v	0.5
навязчиво	adv	1
навязчивость	s	0.4
навязчивый	a	5.7
навязывание	s	1.3
навязывать	v	8.8
навязываться	v	2.1
нагадать	v	0.8
нагадить	v	1.2
нагайка	s	1
наган	s	5.3
нагар	s	1.2
нагатинский	a	0.7
нагибаться	v	2.3
нагишом	adv	1.1
наглеть	v	0.9
наглец	s	2.1
нагло	adv	7.5
нагловатый	a	0.9
наглость	s	6.9
наглотаться	v	1.3
наглухо	adv	5
наглый	a	12.7
наглядеться	v	1.7
наглядно	adv	10
наглядность	s	3.1
наглядный	a	10.3
нагнать	v	3.8
нагнетание	s	1.5
нагнетатель	s	0.5
нагнетательный	a	0.9
нагнетать	v	1.8
нагнетаться	v	0.6
нагнуть	v	1.3
нагнуться	v	10.2
наговаривать	v	1.6
наговор	s	0.5
наговорить	v	6.5
наговориться	v	1.5
нагой	a	3.9
наголо	adv	3.6
наголову	adv	0.5
нагоняй	s	1.2
нагонять	v	3.3
на-гора	adv	0.6
нагореть	v	0.4
нагорный	a	2.1
нагородить	v	0.6
нагорье	s	0.7
нагота	s	2.7
наготове	adv	4.6
наготовить	v	0.7
награбить	v	2.3
награда	s	34.7
наградить	v	19.9
наградной	a	1.4
награждать	v	3.9
награждаться	v	1.4
награждение	s	5.5
нагрев	s	4.2
нагревание	s	2.3
нагреватель	s	0.8
нагревательный	a	1.1
нагревать	v	2
нагреваться	v	2
нагрести	v	0.4
нагреть	v	7.4
нагреться	v	1.5
нагромождение	s	2.8
нагромоздить	v	0.6
нагрубить	v	0.7
нагрудник	s	0.6
нагрудный	a	4.6
нагружать	v	1.5
нагружение	s	0.8
нагрузить	v	4.7
нагрузиться	v	0.5
нагрузка	s	39.2
нагрянуть	v	5.1
нагулять	v	0.7
нагуляться	v	0.6
над	pr	537
нада	adv	0.6
надавать	v	1.6
надавить	v	4.2
надавливать	v	0.9
надбавка	s	4.8
надбровный	a	0.5
надбровье	s	0.4
надвигаться	v	10.3
надвинуть	v	3.3
надвинуться	v	1.8
надводный	a	3.1
надвое	adv	3.1
надворный	a	0.7
надгробие	s	2.9
надгробный	a	2.2
надгробье	s	0.7
наддать	v	0.5
наддув	s	0.7
надевать	v	22.5
надеваться	v	1.2
надежа	s	0.4
надежда	s	154.5
Надеждин	s.PROP	2.2
надеждинский	a	0.4
надежнейший	a	0.4
надежно	adv	11.7
надежность	s	20
надежный	a	47.2
надел	s	1.7
наделать	v	8.5
наделение	s	1.3
наделить	v	12.3
наделять	v	3
наделяться	v	1.4
Наденька	s.PROP	5
надергать	v	0.5
надеть	v	52.1
надеяться	v	137.1
надземный	a	1.6
надзиратель	s	7.8
надзирательница	s	0.9
надзирать	v	1.4
надзор	s	22.3
надзорный	a	6.8
надиктовать	v	0.5
надин	a	1.5
надкусить	v	1.1
надлежать	v	10
надлежащий	a	10.6
надлом	s	0.8
надломить	v	1
надломиться	v	1.1
надломленный	a	0.7
надменно	adv	2.7
надменность	s	1.2
надменный	a	4.7
наднациональный	a	0.9
надо	adv	993.2
надо	pr	12.8
надобно	adv	4.6
надобность	s	9.4
надобный	a	1.1
надоедать	v	4.9
надоедливый	a	1.2
надоесть	v	40.9
надоить	v	0.4
надой	s	1
надолб	s	0.4
надолго	adv	29.8
надомный	a	0.5
надорвать	v	2.1
надорваться	v	2
надоумить	v	1.2
надписать	v	1.7
надписывать	v	0.5
надпись	s	49.9
надпочечник	s	1
надраить	v	1
надрать	v	0.6
надраться	v	1.1
надрез	s	1.4
надрезать	v	1
надругательство	s	1.3
надругаться	v	0.9
надрыв	s	2.7
надрывать	v	1.1
надрываться	v	4.2
надрывно	adv	1.4
надрывный	a	1.4
надсада	s	0.4
надсадно	adv	0.8
надсадный	a	1
надсаживаться	v	0.4
надсмотрщик	s	1.2
надсолевой	a	0.4
надстроить	v	0.5
надстройка	s	3.2
надтеречный	a	0.4
надтреснутый	a	1.1
надувательство	s	0.5
надувать	v	3
надуваться	v	1.5
надувной	a	3.3
надуманный	a	3
надумать	v	6
надутый	a	2.1
надуть	v	5.1
надуться	v	2.7
надушить	v	1.2
надыбать	v	0.6
надышаться	v	1.4
Надька	s.PROP	4.9
Надя	s.PROP	40.1
наедаться	v	0.7
наедине	adv	11.8
наезд	s	5.9
наездиться	v	0.4
наездник	s	3.5
наездница	s	0.6
наезжать	v	5.1
наезженный	a	0.5
наем	s	5.4
наемник	s	5.5
наемничество	s	0.6
наемный	a	7.9
наесться	v	4.3
наехать	v	5
нажаловаться	v	0.7
нажарить	v	0.6
нажатие	s	3.2
нажать	v	23.6
наждак	s	0.4
наждачный	a	0.9
нажива	s	2.7
наживать	v	1.4
наживаться	v	1.2
наживка	s	1.7
наживной	a	0.5
нажим	s	6
нажимать	v	11
нажитое	s	0.6
нажитой	a	0.6
нажить	v	5.5
нажиться	v	0.9
нажраться	v	2.7
назавтра	adv	7.5
назад	adv	290.7
Назарбаев	s.PROP	1.8
Назарет	s.PROP	1.7
Назаров	s.PROP	5
назаровский	a	0.4
назарянин	s	0.9
названивать	v	1.9
название	s	151.8
названый	a	0.6
названье	s	0.5
назвать	v	205.1
назваться	v	4.9
Наздратенко	s.PROP	2
наземный	a	12.9
наземь	adv	1.8
назидание	s	2.5
назидательно	adv	2.2
назидательный	a	1.4
назло	adv	9.1
назначать	v	14.2
назначаться	v	8.1
назначенец	s	0.7
назначение	s	73.7
назначить	v	79.3
назойливо	adv	1.3
назойливость	s	0.6
назойливый	a	4.3
назревать	v	3.7
назреть	v	4.7
назубок	adv	1.2
называние	s	0.5
называть	v	293.4
называться	v	135.3
наиболее	adv	167.2
наибольший	a	32.5
наиважнейший	a	0.6
наивно	adv	7
наивность	s	6.7
наивный	a	25.5
наивысший	a	4.4
наигранный	a	1.5
наиграть	v	0.4
наиграться	v	1.2
наигрывать	v	1.8
наигрыш	s	0.6
наизготовку	adv	0.4
наизнанку	adv	4.5
наизусть	adv	13.2
наилучший	a	11.6
наименее	adv	4.3
наименование	s	20.2
наименьший	a	5.7
наипервейший	a	0.4
наискосок	adv	2.7
наискось	adv	2.1
наитие	s	1.6
наихудший	a	1.1
найденыш	s	0.5
найм	s	0.7
наймит	s	0.4
наймодатель	s	0.7
найти	v	424.1
найтись	v	58.8
на-ка	part	0.7
наказ	s	3.1
наказание	s	46.9
наказанье	s	0.4
наказать	v	20.2
наказуемый	a	2
наказывать	v	9.5
наказываться	v	8.3
накал	s	4.2
накаливание	s	0.6
накалить	v	1.6
накалиться	v	1
накалывать	v	0.6
накалять	v	0.5
накаляться	v	1.9
накануне	adv	15.9
накануне	pr	29.4
накапать	v	1.1
накапливание	s	0.4
накапливать	v	3.7
накапливаться	v	7.4
накаркать	v	0.7
накат	s	2.3
накатать	v	2.6
накатить	v	2.7
накатывать	v	2.7
накатываться	v	1.2
накачать	v	2.5
накачивать	v	1.2
накачка	s	0.8
накидать	v	1
накидка	s	3.2
накидывать	v	1
накидываться	v	0.5
накинуть	v	10.1
накинуться	v	3.1
накипеть	v	0.6
накипь	s	1.1
накладка	s	4.3
накладная	s	2
накладно	adv	0.6
накладной	a	3.4
накладный	a	0.4
накладывать	v	8.4
накладываться	v	3
наклеивать	v	1.4
наклеить	v	3.4
наклейка	s	3.4
накликать	v	1.2
наклон	s	5.9
наклонение	s	1.6
наклонить	v	8.3
наклониться	v	21.1
наклонно	adv	0.6
наклонность	s	3.8
наклонный	a	4.1
наклонять	v	2.2
наклоняться	v	6.7
наковальня	s	1.3
наковырять	v	0.4
наколенник	s	0.4
наколка	s	2.7
наколоть	v	2.4
наконец	adv	265.9
наконец-таки	adv	0.7
наконечник	s	2.7
накопать	v	1.4
накопитель	s	1.9
накопительный	a	5.7
накопить	v	20.4
накопиться	v	11.2
накопление	s	20.3
накормить	v	13
накоротке	adv	0.6
накосить	v	0.4
накостылять	v	0.4
накрапывать	v	1.4
накрасить	v	4.1
накраситься	v	0.5
накрахмалить	v	2.3
накрениться	v	1.8
накрепко	adv	2.5
накрест	adv	0.4
накричать	v	1.6
накрошить	v	0.5
накрутить	v	2.1
накрутка	s	0.4
накручивать	v	2.3
накрывать	v	6.5
накрываться	v	0.8
накрыть	v	24.3
накрыться	v	2.9
накупить	v	2.8
накурить	v	1.3
накуриться	v	0.6
накушаться	v	0.4
нал	s	1.6
налагать	v	2.8
налагаться	v	0.6
наладить	v	20.5
наладиться	v	6.1
наладка	s	1.2
наладчик	s	0.9
налаживание	s	3.5
налаживать	v	4.3
налаживаться	v	2.8
налево	adv	18.1
налегать	v	2.2
налегке	adv	1.9
наледь	s	1.1
налезать	v	0.7
налепить	v	1
налет	s	14.8
налетать	v	4.2
налететь	v	8.9
налетчик	s	1.8
налечь	v	1.1
налив	s	0.4
наливать	v	14.6
наливаться	v	5.3
наливка	s	1.1
наливной	a	0.7
нализаться	v	0.4
налим	s	1.1
налипать	v	0.4
налипнуть	v	1.5
налитой	a	1.2
налить	v	33.7
налиться	v	3.6
налицо	adv	11
наличествовать	v	2
наличие	s	93.9
наличка	s	0.8
наличник	s	1.8
наличность	s	2.2
наличные	s	4.1
наличный	a	8.9
наловить	v	1.6
наловчиться	v	0.9
налог	s	104.7
налоговик	s	3.8
налоговый	a	84.5
налогооблагаемый	a	1.7
налогообложение	s	16.6
налогоплательщик	s	13.2
наложение	s	12.1
наложить	v	16.4
наложиться	v	0.8
наложница	s	1.4
наломать	v	2.1
налюбоваться	v	0.9
намагнитить	v	0.6
намагниченность	s	1.6
намаз	s	0.5
намазать	v	3.8
намазаться	v	0.4
намазывать	v	0.9
намалевать	v	1.1
наманикюренный	a	0.5
наматывать	v	1.8
наматываться	v	0.4
намаяться	v	0.7
намедни	adv	1.2
намек	s	24.9
намекать	v	13.8
намекнуть	v	8.6
намереваться	v	12.8
намерен	a	35.7
намерение	s	39.2
