id,date,total_death_missing,location,lat,lon,collapsed_region,region,collapsed_cause,cause_of_death
3233,19-Sep-2017,2,"Unspecified location in the Sahara desert, Sudan",27.92724609,17.67575493,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3234,19-Sep-2017,1,"Naf River, Noyapara Area, Sabrang Union, Teknaf, Bangladesh",20.83721117,92.32499448,Asia,Southeast Asia,Drowning,Presumed drowning
3235,19-Sep-2017,1,"Bambara Maounde, Mali",-2.7854502,15.8493909,Africa,Sub-Saharan Africa,Violence,"Sexual abuse, Shot or stabbed"
3236,19-Sep-2017,1,"Unspecified location in the Sahara desert, Libya",15.53466797,24.29735338,Africa,North Africa,Sickness,Sickness and lack of access to medicines
3237,19-Sep-2017,1,"Jiroft, Kerman province, Iran",28.6751124,57.7371569,Asia,South Asia,Accident,Vehicle Accident
3238,19-Sep-2017,1,"Jiroft, Kerman province, Iran",28.6751124,57.7371569,Asia,South Asia,Accident,Vehicle Accident
3239,19-Sep-2017,1,"Jiroft, Kerman province, Iran",28.6751124,57.7371569,Asia,South Asia,Accident,Vehicle Accident
3240,19-Sep-2017,1,"Jiroft, Kerman province, Iran",28.6751124,57.7371569,Asia,South Asia,Accident,Vehicle Accident
3241,19-Sep-2017,1,"Jiroft, Kerman province, Iran",28.6751124,57.7371569,Asia,South Asia,Accident,Vehicle Accident
3242,19-Sep-2017,1,"Jiroft, Kerman province, Iran",28.6751124,57.7371569,Asia,South Asia,Accident,Vehicle Accident
3243,20-Sep-2017,97,"Off the coast of Zuwara, Libya",33.571206,12.39065145,Mediterranean,Mediterranean,Drowning,Presumed drowning
3244,20-Sep-2017,5,"Unspecified location in the Sahara desert, Sudan",25.62011719,18.65697977,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3245,20-Sep-2017,1,"Syrian/Turkish border, Idlib province",36.07767301,36.38771886,Middle East,Middle East,Shooting,Shot
3246,20-Sep-2017,1,"Naf River, Hila Union near Gadimura, Teknaf, Bangladesh",20.86233928,92.31385658,Asia,Southeast Asia,Drowning,Presumed drowning
3247,20-Sep-2017,1,Egypt-Libya border,24.98153687,30.66449407,Africa,North Africa,Shooting,"Shot, Stabbed"
3248,21-Sep-2017,5,"Yazd Province, Iran",31.787021,54.843835,Asia,South Asia,Shooting,Shot or stabbed
3249,21-Sep-2017,2,"Train tracks, Hércules, Querétaro, Mexico",20.6006329,-100.3589125,Central America,Central America,Accident,Hit by train
3250,21-Sep-2017,1,"Río Bravo, near Ranch Leonard, Eagle Pass, Texas, USA",28.70903038,-100.5102073,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3251,21-Sep-2017,1,"Río Bravo, Webb County, Texas, USA",27.49700942,-99.52633178,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3252,22-Sep-2017,38,"Black Sea, off the coast of Kocaeli, Turkey",41.47769554,30.27702811,Europe,Europe,Drowning,Drowning
3253,22-Sep-2017,2,"Sudan, near the border with Egypt",32.95898438,21.77002174,Africa,North Africa,Harsh Conditions,"Harsh weather/lack of adequate shelter, Suffocation"
3254,22-Sep-2017,1,"Hospital in Eagle Pass, after being found in Stone Ranch, El Indio, Maverick County, Texas, USA",28.71185333,-100.4919683,US-Mexico Border,US-Mexico Border,Starvation / Dehydration,Dehydration
3255,22-Sep-2017,1,"Río Bravo, near Miguel Alemán, Tamaulipas, Mexico",27.62811335,-99.63285541,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3256,22-Sep-2017,1,"Jiroft, Kerman province, Iran",28.6751124,57.7371569,Asia,South Asia,Shooting,Shot
3257,23-Sep-2017,3,"Tanjung Balau Johor Bahru, Malaysia",1.623398922,104.3575751,Asia,Southeast Asia,Drowning,Drowning
3258,23-Sep-2017,3,"Unspecified location in the Sahara desert, Libya",21.66503906,27.88794267,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3259,24-Sep-2017,2,"Sewage system under border fence, Beni Enzar, Morocco, at the border with Melilla, Spain",35.268595,-2.937238993,Mediterranean,Mediterranean,Accident,Gassed
3260,24-Sep-2017,1,"Río Bravo, Éjido Cavazos, Reynosa, Tamaulipas, Mexico",26.08507275,-98.26442113,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3261,25-Sep-2017,3,"Doğubeyazıt district, Ağrı province, Turkey",39.547074,44.068778,Middle East,Middle East,Shooting,Shot
3262,25-Sep-2017,1,"Derecik border outpost, Şemdinli district, Hakkari province, Turkey, near the border with Iraq",37.072423,44.324348,Middle East,Middle East,Shooting,Killed by mortar shell
3263,25-Sep-2017,1,"Pima County, Arizona, USA",32.2321327,-111.5083729,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3264,25-Sep-2017,1,"Agadez, Niger",7.986535,16.9741689,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3265,25-Sep-2017,1,"Madamma, Niger, near the border with Libya",13.6261424,21.9354499,Africa,Sub-Saharan Africa,Harsh Conditions,Harsh weather/lack of adequate shelter
3266,26-Sep-2017,3,"Sistan and Baluchestan Province, Iran",28.42065,62.188709,Asia,South Asia,Starvation / Dehydration,"Starvation, Dehydration"
3267,26-Sep-2017,2,"Agadez, Niger",7.986535,16.9741689,Africa,Sub-Saharan Africa,Shooting,"Shot, Stabbed"
3268,26-Sep-2017,2,"Atbara, Sudan",34.0084395,17.7014525,Africa,North Africa,Accident,Vehicle Accident
3269,26-Sep-2017,1,"Serbia-Romania border, near Jimbolia",45.78889528,20.69136023,Europe,Europe,Sickness,Hypoglycemia
3270,27-Sep-2017,2,"Benghazi, Libya",20.0867909,32.1194242,Africa,North Africa,Starvation / Dehydration,Starvation
3271,27-Sep-2017,1,"A28 motorway, near Abbeville, Somme, France",50.13133341,1.80936718,Europe,Europe,Accident,Hit by truck
3272,28-Sep-2017,63,"Off the coast of Shamlapur, Ukhiya Upazila, Bangladesh",21.07364858,92.12917961,Asia,Southeast Asia,Drowning,Drowning
3273,28-Sep-2017,4,"Sahara desert outside Atbara, Sudan",34.1015625,17.89780967,Africa,North Africa,Unknown / Other,Unknown
3274,28-Sep-2017,3,"Paga, Ghana, near border with Burkina Faso",-1.1113216,10.9956398,Africa,Sub-Saharan Africa,Starvation / Dehydration,"Starvation, Dehydration"
3275,28-Sep-2017,1,"Hospital in Kastellorizo Island, Greece, after boat capsized off the coast of the island",36.1444801,29.5861581,Mediterranean,Mediterranean,Unknown / Other,Unknown
3276,28-Sep-2017,1,"Bani Walid, Libya",14.053676,31.7975831,Africa,North Africa,Violence,Excessive Physical Abuse
3277,29-Sep-2017,4,"Sistan and Baluchestan Province Iran, near border with Pakistan",30.362316,60.43851,Asia,South Asia,Unknown / Other,Unknown
3278,29-Sep-2017,3,"Sistan and Baluchestan Province Iran, near border with Pakistan",30.377109,61.328805,Asia,South Asia,Sickness,Sickness and lack of access to medicines
3279,29-Sep-2017,2,"Bambara Maounde, Mali",-2.7854502,15.8493909,Africa,Sub-Saharan Africa,Shooting,"Shot, Stabbed"
3280,29-Sep-2017,1,"Nimruz province, Afghanistan",31.308205,61.925857,Asia,South Asia,Starvation / Dehydration,"Starvation, Dehydration"
3281,29-Sep-2017,1,"La Virgen, Rivas, Nicaragua",11.37292235,-85.75782378,Central America,Central America,Shooting,Shot
3282,29-Sep-2017,1,"44320 W Sevenmile Road, Sullivan City, Hidalgo County, Texas, USA",26.3447805,-98.5141977,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
3283,30-Sep-2017,6,"Unspecified location in the Sahara desert, Libya",22.74169922,29.2771158,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter"
3284,30-Sep-2017,6,"Sahara Desert, between Khartoum, Sudan and Tripoli, Libya",24.59746143,21.59351878,Africa,North Africa,Harsh Conditions,Harsh weather/lack of adequate shelter
3285,30-Sep-2017,6,"Syria-Turkey border at al-Dirriyah, Daraa Governorate, Syria",36.00116573,36.28632949,Middle East,Middle East,Shooting,Shot
3286,30-Sep-2017,2,"Benghazi, Libya",20.0867909,32.1194242,Africa,North Africa,Asphyxiation,"Suffocation, Excessive Physical Abuse"
3287,30-Sep-2017,1,"Off the coast of Zarzis, Tunisia",33.50753877,11.15681395,Mediterranean,Mediterranean,Drowning,Drowning
3288,30-Sep-2017,1,"Dhobley, Somalia",41.01003227,0.431306712,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
3289,30-Sep-2017,1,"Unspecified location in the Sahara desert, Libya",14.67773438,24.95649129,Africa,North Africa,Accident,Vehicle Accident
3290,30-Sep-2017,1,"Kerman province, Iran",29.4850089,57.6439048,Asia,South Asia,Accident,Vehicle Accident
3291,30-Sep-2017,1,"Dhobley, Somalia",5.567141042,46.04306082,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3292,1-Oct-2017,3,"Unspecified location between Sabratha, Libya and Italy",33.17509258,12.47698792,Mediterranean,Mediterranean,Accident,Crushed
3293,1-Oct-2017,3,"Bodies retrieved in Petite Terre and Longoni, Mayotte, France",-12.72499297,45.16144873,Africa,Sub-Saharan Africa,Drowning,Drowning
3294,1-Oct-2017,2,Unspecified location between Libya and Italy,33.890316,13.1176758,Mediterranean,Mediterranean,Unknown / Other,Unknown (found on dinghy)
3295,1-Oct-2017,1,"Mirjaveh, Sistan and Baluchestan province, Iran",29.0161521,61.4493842,Asia,South Asia,Shooting,Shot
3296,1-Oct-2017,1,"Kerman province, Iran",29.4850089,57.6439048,Asia,South Asia,Accident,Vehicle Accident
3297,1-Oct-2017,1,Unspecified location between Libya and Italy,34.39949154,13.62304688,Mediterranean,Mediterranean,Unknown / Other,Unknown (found on dinghy)
3298,1-Oct-2017,1,"Near La Grulla, Starr County, Texas, USA",26.25566004,-98.66389675,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3299,2-Oct-2017,3,"Agadez, Niger",7.986535,16.9741689,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3300,2-Oct-2017,1,"Iranshahr, Sistan and Baluchestan province, Iran",27.2012,60.6865817,Asia,South Asia,Accident,Vehicle Accident
3301,2-Oct-2017,1,"Iranshahr, Sistan and Baluchestan province, Iran",27.2012,60.6865817,Asia,South Asia,Accident,Vehicle Accident
3302,3-Oct-2017,68,"Off the coast of Tripoli, Libya",33.43557776,13.21331096,Mediterranean,Mediterranean,Drowning,Presumed drowning
3303,3-Oct-2017,6,"Desert outside Agadez, Niger",8.294152188,17.15271496,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3304,3-Oct-2017,1,"Pima County, Arizona, USA",31.8270956,-111.3607009,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3305,4-Oct-2017,1,"Train tracks between Calle Felipe Berriozábal and Calle Ramos Arizpe, Saltillo, Coahuila, Mexico",25.413053,-101.0248334,Central America,Central America,Accident,Train Accident
3306,4-Oct-2017,1,"Inside tractor trailer at Falfurrias Checkpoint on U.S. 281, Brooks Country, Texas, USA",27.2050726,-98.1565009,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
3307,5-Oct-2017,1,"Sarwan, Sistan and Baluchestan province, Iran",27.3526033,62.3447815,Asia,South Asia,Accident,Vehicle Accident
3308,5-Oct-2017,1,"Serjan, Kerman province, Iran",29.4586676,55.6714051,Asia,South Asia,Accident,Vehicle Accident
3309,7-Oct-2017,3,"Malanville, Benin, near border with Niger",3.3842473,11.8633332,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
3310,7-Oct-2017,2,"Unspecified location in the Sahara desert, Libya",14.0625,25.19531108,Africa,North Africa,Unknown / Other,Unknown
3311,7-Oct-2017,1,"Pima County, Arizona, USA",32.1631904,-112.9989586,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3312,8-Oct-2017,49,"54 km off El Ataya beach in Kerkennah Island, Tunisia",34.75781306,11.74771303,Mediterranean,Mediterranean,Drowning,Drowning
3313,8-Oct-2017,31,"Naf River, near Golar Para Char, Bangladesh",20.77473304,92.34577413,Asia,Southeast Asia,Drowning,Drowning
3314,8-Oct-2017,1,"Train tracks, Bulevar Vito Alessio Robles, Saltillo, Coahuila, Mexico",25.45496606,-100.9997268,Central America,Central America,Accident,Train Accident
3315,8-Oct-2017,1,"Outside Gemünden am Main, Bavaria, Germany",50.05056277,9.699000772,Europe,Europe,Accident,Hit by train
3316,8-Oct-2017,1,"Río Bravo, near Rancho El Progreso, Nuevo Laredo, Tamaulipas, Mexico",27.50861497,-99.52600142,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3317,8-Oct-2017,1,"Train tracks between Uvalde and Hondo, Uvalde County, Texas, USA",29.25013048,-99.74805907,US-Mexico Border,US-Mexico Border,Accident,Hit by train
3318,8-Oct-2017,1,"Bamako, Mali",-8.0028892,12.6392316,Africa,Sub-Saharan Africa,Unknown / Other,Unknown
3319,8-Oct-2017,1,"Unspecified location in the Sahara desert, Libya",15.57861328,25.21519168,Africa,North Africa,Shooting,"Shot, Stabbed"
3320,9-Oct-2017,11,"Tsangano, Tete province, Mozambique, at the border with Malawi",-15.36657979,34.44913943,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
3321,10-Oct-2017,1,"Border of Zimbabwe and South Africa, near Beitbridge, Zimbabwe",-22.22591877,29.99385915,Africa,Sub-Saharan Africa,Accident,Killed by hippopotamus
3322,10-Oct-2017,1,Unspecified location in Chad,18.732207,15.454166,Africa,Sub-Saharan Africa,Starvation / Dehydration,Dehydration
3323,11-Oct-2017,4,"Bodies recovered off the coast of Sfax, Tunisia",34.83005261,10.86988288,Mediterranean,Mediterranean,Drowning,Presumed drowning
3324,11-Oct-2017,1,"Rio Bravo, El Patinadero, Parque Viveros, Nuevo Laredo, Tamaulipas, Mexico",27.47723868,-99.48078375,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3325,12-Oct-2017,1,"Sarwan, Sistan and Baluchestan province, Iran",27.3526033,62.3447815,Asia,South Asia,Accident,Vehicle Accident
3326,12-Oct-2017,1,"Kerman province, Iran",29.4850089,57.6439048,Asia,South Asia,Shooting,Shot
3327,13-Oct-2017,28,"Bodies retrieved in Al Khums, Libya",32.6578726,14.28312893,Mediterranean,Mediterranean,Drowning,Presumed drowning
3328,13-Oct-2017,1,"Unspecified location in the Sahara desert, Niger",12.26074219,22.45228342,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
3329,13-Oct-2017,1,"Séguédine, Niger",12.583,20.1131,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
3330,13-Oct-2017,1,"Sarwan, Sistan and Baluchestan province, Iran",27.3526033,62.3447815,Asia,South Asia,Accident,Vehicle Accident
3331,14-Oct-2017,3,Egypt-Libya border,24.98153687,30.66449407,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3332,14-Oct-2017,1,"Agadez, Niger",7.986535,16.9741689,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
3333,14-Oct-2017,1,"Diffa, Niger",12.6158803,13.3132472,Africa,Sub-Saharan Africa,Harsh Conditions,Harsh weather/lack of adequate shelter
3334,15-Oct-2017,37,"Near La Tortue Island, Haiti",20.1838175,-72.64139919,Caribbean,Caribbean,Drowning,Presumed drowning
3335,15-Oct-2017,15,"Séguédine, Niger",12.583,20.1131,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
3336,15-Oct-2017,7,"Outside Séguédine, Niger",12.61118164,20.31903332,Africa,Sub-Saharan Africa,Starvation / Dehydration,"Dehydration, Harsh weather/lack of adequate shelter"
3337,15-Oct-2017,2,"Syrian/Turkish border, Al-Dorriyeh, near Darkoush, Jisr al-Shughur district, Idlib province",36.00323216,36.36943618,Middle East,Middle East,Shooting,Shot
3338,15-Oct-2017,2,"Gao, Mali",-0.0279867,16.2639807,Africa,Sub-Saharan Africa,Starvation / Dehydration,"Starvation, Dehydration"
3339,15-Oct-2017,1,"Off the coast of Sidi Hmed beach, Sfax, Tunisia",34.2777158,12.12341309,Mediterranean,Mediterranean,Drowning,Presumed drowning
3340,16-Oct-2017,41,"Naf River, near Shah Porir Dwip, Bangladesh",20.76236752,92.35084401,Asia,Southeast Asia,Drowning,Drowning
3341,16-Oct-2017,6,"Sabha, Libya",14.4290236,27.0365406,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3342,16-Oct-2017,2,"Unspecified location in the Sahara desert, Libya",12.91992188,24.53744172,Africa,North Africa,Accident,Vehicle Accident
3343,16-Oct-2017,1,Off the coast of Tunisia,34.59424343,10.65355314,Mediterranean,Mediterranean,Drowning,Presumed drowning
3344,16-Oct-2017,1,"N-II motorway, near La Jonquera, Girona, Spain, at the border with France",42.4181324,2.8739219,Europe,Europe,Accident,Vehicle Accident
3345,17-Oct-2017,1,"Sahara desert, Sudan, near the border with Libya",25.11474609,20.82833065,Africa,North Africa,Sickness,Sickness and lack of access to medicines
3346,17-Oct-2017,1,"Nimruz province, Afghanistan",30.438965,61.8053,Asia,South Asia,Accident,Vehicle Accident
3347,17-Oct-2017,1,"Nimruz province, Afghanistan",30.165527,61.831769,Asia,South Asia,Accident,Vehicle Accident
3348,18-Oct-2017,6,"Dao, Niger",13.533333,20.566667,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
3349,18-Oct-2017,3,"Unspecified location in the Sahara desert, Egypt",25.3125,28.62340492,Africa,North Africa,Starvation / Dehydration,"Dehydration, Harsh weather/lack of adequate shelter"
3350,18-Oct-2017,1,"Train tracks between Calle Cristobal Colón and 20 de Noviembre, Coatzacoalcos, Veracruz, Mexico",18.12635998,-94.47022855,Central America,Central America,Accident,Fall from train
3351,19-Oct-2017,3,"Unspecified location in the Sahara desert, Sudan",27.48779297,17.52914806,Africa,North Africa,Unknown / Other,Unknown
3352,19-Oct-2017,2,"Malanville, Benin, near border with Niger",3.3842473,11.8633332,Africa,Sub-Saharan Africa,Accident,"Vehicle Accident, Harsh weather/lack of adequate shelter"
3353,19-Oct-2017,1,"Body retrieved in Al Maya, west of Tripoli, Libya",32.82654591,12.89862671,Mediterranean,Mediterranean,Drowning,Presumed drowning
3354,19-Oct-2017,1,"Pima County, Arizona, USA",31.4826112,-111.4451798,US-Mexico Border,US-Mexico Border,Harsh Conditions,Hyperthermia
3355,19-Oct-2017,1,"Unspecified location in the Sahara desert, Libya",14.23828125,24.55742843,Africa,North Africa,Accident,Vehicle Accident
3356,20-Oct-2017,5,"Unspecified location in the Sahara desert, Niger",12.87597656,21.67848637,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
3357,20-Oct-2017,3,Egypt-Libya border,24.98153687,30.66449407,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
3358,20-Oct-2017,2,"Kufra, Libya",21.8568586,23.3112389,Africa,North Africa,Harsh Conditions,Harsh weather/lack of adequate shelter
3359,20-Oct-2017,1,"Río Bravo, near Kickapoo Casino, Eagle Pass, Maverick County, Texas",28.60802401,-100.4440282,US-Mexico Border,US-Mexico Border,Drowning,Drowning
3360,20-Oct-2017,1,"Pima County, Arizona, USA",31.8368831,-111.3224634,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3361,20-Oct-2017,1,"Pima County, Arizona, USA",31.9676831,-113.0133083,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
3362,20-Oct-2017,1,"Bani Walid, Libya",14.053676,31.7975831,Africa,North Africa,Violence,Excessive Physical Abuse
3363,21-Oct-2017,6,"Motorway between Asilah and Tanger, near Akouas Briech, Morocco",35.51465044,-5.988293379,Africa,North Africa,Accident,Vehicle Accident
3364,21-Oct-2017,3,"Agadez, Niger",7.986535,16.9741689,Africa,Sub-Saharan Africa,Shooting,"Shot, Stabbed"
